transition,date,replicate,arm,answer,model
2025,2024-02-21,1,binary_probability,0.06,jev-1.13.0
2025,2024-02-21,1,yes_no_choice,No,jev-1.13.0
2025,2024-02-21,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-09-02,1,binary_probability,0.42,jev-1.13.0
2025,2025-09-02,1,yes_no_choice,No,jev-1.13.0
2025,2025-09-02,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-08-05,1,binary_probability,0.09,jev-1.13.0
2025,2024-08-05,1,yes_no_choice,No,jev-1.13.0
2025,2024-08-05,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-31,1,binary_probability,0.02,jev-1.13.0
2021,2021-08-31,1,yes_no_choice,No,jev-1.13.0
2021,2021-08-31,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-08-26,1,binary_probability,0.99,jev-1.13.0
2021,2020-08-26,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-26,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-07-27,1,binary_probability,0.11,jev-1.13.0
2025,2024-07-27,1,yes_no_choice,No,jev-1.13.0
2025,2024-07-27,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-26,1,binary_probability,0.98,jev-1.13.0
2021,2020-03-26,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-26,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-21,1,binary_probability,0.06,jev-1.13.0
2025,2024-04-21,1,yes_no_choice,No,jev-1.13.0
2025,2024-04-21,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-08,1,binary_probability,0.97,jev-1.13.0
2021,2020-12-08,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-08,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-11-09,1,binary_probability,0.02,jev-1.13.0
2021,2021-11-09,1,yes_no_choice,No,jev-1.13.0
2021,2021-11-09,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-07,1,binary_probability,0.02,jev-1.13.0
2021,2021-08-07,1,yes_no_choice,No,jev-1.13.0
2021,2021-08-07,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-06,1,binary_probability,0.27,jev-1.13.0
2025,2024-11-06,1,yes_no_choice,No,jev-1.13.0
2025,2024-11-06,1,who_choice,Joe Biden,jev-1.13.0
2021,2022-01-02,1,binary_probability,0.08,jev-1.13.0
2021,2022-01-02,1,yes_no_choice,No,jev-1.13.0
2021,2022-01-02,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-09,1,binary_probability,0.52,jev-1.13.0
2025,2025-05-09,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-09,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-01-29,1,binary_probability,0.98,jev-1.13.0
2021,2020-01-29,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-29,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-09-08,1,binary_probability,0.02,jev-1.13.0
2021,2021-09-08,1,yes_no_choice,No,jev-1.13.0
2021,2021-09-08,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-22,1,binary_probability,0.52,jev-1.13.0
2025,2025-04-22,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-22,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-28,1,binary_probability,0.47,jev-1.13.0
2025,2025-06-28,1,yes_no_choice,No,jev-1.13.0
2025,2025-06-28,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-10-25,1,binary_probability,0.46,jev-1.13.0
2025,2025-10-25,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-25,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-09-08,1,binary_probability,0.42,jev-1.13.0
2025,2025-09-08,1,yes_no_choice,No,jev-1.13.0
2025,2025-09-08,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-10-06,1,binary_probability,0.11,jev-1.13.0
2025,2024-10-06,1,yes_no_choice,No,jev-1.13.0
2025,2024-10-06,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-08-06,1,binary_probability,0.1,jev-1.13.0
2025,2024-08-06,1,yes_no_choice,No,jev-1.13.0
2025,2024-08-06,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-21,1,binary_probability,0.02,jev-1.13.0
2021,2021-09-21,1,yes_no_choice,No,jev-1.13.0
2021,2021-09-21,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-11-04,1,binary_probability,0.47,jev-1.13.0
2025,2025-11-04,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-04,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-20,1,binary_probability,0.98,jev-1.13.0
2021,2020-08-20,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-20,1,who_choice,Donald Trump,jev-1.13.0
2025,2026-01-02,1,binary_probability,0.42,jev-1.13.0
2025,2026-01-02,1,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-02,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-30,1,binary_probability,0.99,jev-1.13.0
2021,2020-08-30,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-30,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-02-07,1,binary_probability,0.7,jev-1.13.0
2025,2025-02-07,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-07,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-03-17,1,binary_probability,0.13,jev-1.13.0
2025,2024-03-17,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-17,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-20,1,binary_probability,0.06,jev-1.13.0
2025,2024-09-20,1,yes_no_choice,No,jev-1.13.0
2025,2024-09-20,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-16,1,binary_probability,0.99,jev-1.13.0
2021,2020-03-16,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-16,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-05,1,binary_probability,0.45,jev-1.13.0
2025,2025-01-05,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-05,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-11,1,binary_probability,0.55,jev-1.13.0
2025,2025-04-11,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-11,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-23,1,binary_probability,0.06,jev-1.13.0
2025,2024-04-23,1,yes_no_choice,No,jev-1.13.0
2025,2024-04-23,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-25,1,binary_probability,0.05,jev-1.13.0
2025,2024-09-25,1,yes_no_choice,No,jev-1.13.0
2025,2024-09-25,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-07-17,1,binary_probability,0.1,jev-1.13.0
2025,2024-07-17,1,yes_no_choice,No,jev-1.13.0
2025,2024-07-17,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-25,1,binary_probability,0.02,jev-1.13.0
2021,2021-09-25,1,yes_no_choice,No,jev-1.13.0
2021,2021-09-25,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-12-16,1,binary_probability,0.02,jev-1.13.0
2021,2021-12-16,1,yes_no_choice,No,jev-1.13.0
2021,2021-12-16,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-10-16,1,binary_probability,0.4,jev-1.13.0
2025,2025-10-16,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-16,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-07-23,1,binary_probability,0.43,jev-1.13.0
2025,2025-07-23,1,yes_no_choice,No,jev-1.13.0
2025,2025-07-23,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-15,1,binary_probability,0.49,jev-1.13.0
2025,2025-04-15,1,yes_no_choice,No,jev-1.13.0
2025,2025-04-15,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-11,1,binary_probability,0.54,jev-1.13.0
2025,2025-01-11,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-11,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-07,1,binary_probability,0.99,jev-1.13.0
2021,2020-03-07,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-07,1,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-11,1,binary_probability,0.09,jev-1.13.0
2021,2022-01-11,1,yes_no_choice,No,jev-1.13.0
2021,2022-01-11,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-06-14,1,binary_probability,0.98,jev-1.13.0
2021,2020-06-14,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-14,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-10-05,1,binary_probability,0.1,jev-1.13.0
2025,2024-10-05,1,yes_no_choice,No,jev-1.13.0
2025,2024-10-05,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-04,1,binary_probability,0.02,jev-1.13.0
2021,2021-09-04,1,yes_no_choice,No,jev-1.13.0
2021,2021-09-04,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-06-17,1,binary_probability,0.02,jev-1.13.0
2021,2021-06-17,1,yes_no_choice,No,jev-1.13.0
2021,2021-06-17,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-14,1,binary_probability,0.39,jev-1.13.0
2025,2025-08-14,1,yes_no_choice,No,jev-1.13.0
2025,2025-08-14,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-08-13,1,binary_probability,0.43,jev-1.13.0
2025,2025-08-13,1,yes_no_choice,No,jev-1.13.0
2025,2025-08-13,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-30,1,binary_probability,0.06,jev-1.13.0
2025,2024-06-30,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-30,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-05-01,1,binary_probability,0.04,jev-1.13.0
2021,2021-05-01,1,yes_no_choice,No,jev-1.13.0
2021,2021-05-01,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-10-16,1,binary_probability,0.13,jev-1.13.0
2025,2024-10-16,1,yes_no_choice,No,jev-1.13.0
2025,2024-10-16,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-16,1,binary_probability,0.53,jev-1.13.0
2025,2025-05-16,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-16,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-02-20,1,binary_probability,0.65,jev-1.13.0
2025,2025-02-20,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-20,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-02-23,1,binary_probability,0.05,jev-1.13.0
2021,2021-02-23,1,yes_no_choice,No,jev-1.13.0
2021,2021-02-23,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-21,1,binary_probability,0.19,jev-1.13.0
2025,2024-11-21,1,yes_no_choice,No,jev-1.13.0
2025,2024-11-21,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-05-17,1,binary_probability,0.99,jev-1.13.0
2021,2020-05-17,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-17,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-11-07,1,binary_probability,0.28,jev-1.13.0
2025,2024-11-07,1,yes_no_choice,No,jev-1.13.0
2025,2024-11-07,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-03-16,1,binary_probability,0.6,jev-1.13.0
2025,2025-03-16,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-16,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-14,1,binary_probability,0.05,jev-1.13.0
2025,2024-06-14,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-14,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-07-11,1,binary_probability,0.98,jev-1.13.0
2021,2020-07-11,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-11,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-08-31,1,binary_probability,0.39,jev-1.13.0
2025,2025-08-31,1,yes_no_choice,No,jev-1.13.0
2025,2025-08-31,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-03,1,binary_probability,0.98,jev-1.13.0
2021,2020-12-03,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-03,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-27,1,binary_probability,0.04,jev-1.13.0
2025,2024-04-27,1,yes_no_choice,No,jev-1.13.0
2025,2024-04-27,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-02-27,1,binary_probability,0.07,jev-1.13.0
2025,2024-02-27,1,yes_no_choice,No,jev-1.13.0
2025,2024-02-27,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-09-16,1,binary_probability,0.99,jev-1.13.0
2021,2020-09-16,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-16,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-07,1,binary_probability,0.96,jev-1.13.0
2021,2021-01-07,1,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-07,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-01,1,binary_probability,0.05,jev-1.13.0
2025,2024-04-01,1,yes_no_choice,No,jev-1.13.0
2025,2024-04-01,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-06-20,1,binary_probability,0.46,jev-1.13.0
2025,2025-06-20,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-06-20,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-12,1,binary_probability,0.08,jev-1.13.0
2025,2024-06-12,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-12,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-12-22,1,binary_probability,0.2,jev-1.13.0
2025,2024-12-22,1,yes_no_choice,No,jev-1.13.0
2025,2024-12-22,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-12-25,1,binary_probability,0.15,jev-1.13.0
2025,2024-12-25,1,yes_no_choice,No,jev-1.13.0
2025,2024-12-25,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-03-05,1,binary_probability,0.03,jev-1.13.0
2021,2021-03-05,1,yes_no_choice,No,jev-1.13.0
2021,2021-03-05,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-04-07,1,binary_probability,0.06,jev-1.13.0
2025,2024-04-07,1,yes_no_choice,No,jev-1.13.0
2025,2024-04-07,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-11-08,1,binary_probability,0.96,jev-1.13.0
2021,2020-11-08,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-08,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-01-30,1,binary_probability,0.98,jev-1.13.0
2021,2020-01-30,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-30,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-09,1,binary_probability,0.98,jev-1.13.0
2021,2020-03-09,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-09,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-29,1,binary_probability,0.98,jev-1.13.0
2021,2020-05-29,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-29,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-12-29,1,binary_probability,0.59,jev-1.13.0
2025,2025-12-29,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-29,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-06-12,1,binary_probability,0.02,jev-1.13.0
2021,2021-06-12,1,yes_no_choice,No,jev-1.13.0
2021,2021-06-12,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-02-07,1,binary_probability,0.08,jev-1.13.0
2025,2024-02-07,1,yes_no_choice,No,jev-1.13.0
2025,2024-02-07,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-05-09,1,binary_probability,0.03,jev-1.13.0
2021,2021-05-09,1,yes_no_choice,No,jev-1.13.0
2021,2021-05-09,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-10-17,1,binary_probability,0.41,jev-1.13.0
2025,2025-10-17,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-17,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-09-04,1,binary_probability,0.07,jev-1.13.0
2025,2024-09-04,1,yes_no_choice,No,jev-1.13.0
2025,2024-09-04,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-10-03,1,binary_probability,0.43,jev-1.13.0
2025,2025-10-03,1,yes_no_choice,No,jev-1.13.0
2025,2025-10-03,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-07-29,1,binary_probability,0.98,jev-1.13.0
2021,2020-07-29,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-29,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-05-02,1,binary_probability,0.48,jev-1.13.0
2025,2025-05-02,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-02,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-03-17,1,binary_probability,0.03,jev-1.13.0
2021,2021-03-17,1,yes_no_choice,No,jev-1.13.0
2021,2021-03-17,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-05,1,binary_probability,0.47,jev-1.13.0
2025,2025-08-05,1,yes_no_choice,No,jev-1.13.0
2025,2025-08-05,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-03,1,binary_probability,0.02,jev-1.13.0
2021,2021-07-03,1,yes_no_choice,No,jev-1.13.0
2021,2021-07-03,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-12-26,1,binary_probability,0.57,jev-1.13.0
2025,2025-12-26,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-26,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-12,1,binary_probability,0.03,jev-1.13.0
2021,2021-04-12,1,yes_no_choice,No,jev-1.13.0
2021,2021-04-12,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-03-03,1,binary_probability,0.55,jev-1.13.0
2025,2025-03-03,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-03,1,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-16,1,binary_probability,0.09,jev-1.13.0
2021,2022-01-16,1,yes_no_choice,No,jev-1.13.0
2021,2022-01-16,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-21,1,binary_probability,0.03,jev-1.13.0
2021,2021-11-21,1,yes_no_choice,No,jev-1.13.0
2021,2021-11-21,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-29,1,binary_probability,0.95,jev-1.13.0
2021,2020-12-29,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-29,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-12,1,binary_probability,0.45,jev-1.13.0
2025,2025-04-12,1,yes_no_choice,No,jev-1.13.0
2025,2025-04-12,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-09-21,1,binary_probability,0.98,jev-1.13.0
2021,2020-09-21,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-21,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-10-18,1,binary_probability,0.99,jev-1.13.0
2021,2020-10-18,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-18,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-09-05,1,binary_probability,0.99,jev-1.13.0
2021,2020-09-05,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-05,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-05,1,binary_probability,0.97,jev-1.13.0
2021,2020-12-05,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-05,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-11-27,1,binary_probability,0.56,jev-1.13.0
2025,2025-11-27,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-27,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-08-12,1,binary_probability,0.02,jev-1.13.0
2021,2021-08-12,1,yes_no_choice,No,jev-1.13.0
2021,2021-08-12,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-06-24,1,binary_probability,0.51,jev-1.13.0
2025,2025-06-24,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-06-24,1,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-06,1,binary_probability,0.31,jev-1.13.0
2021,2022-01-06,1,yes_no_choice,No,jev-1.13.0
2021,2022-01-06,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-01-16,1,binary_probability,0.55,jev-1.13.0
2025,2025-01-16,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-16,1,who_choice,Donald Trump,jev-1.13.0
2025,2026-01-17,1,binary_probability,0.43,jev-1.13.0
2025,2026-01-17,1,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-17,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-08-18,1,binary_probability,0.39,jev-1.13.0
2025,2025-08-18,1,yes_no_choice,No,jev-1.13.0
2025,2025-08-18,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-01-28,1,binary_probability,0.16,jev-1.13.0
2025,2024-01-28,1,yes_no_choice,No,jev-1.13.0
2025,2024-01-28,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-01-10,1,binary_probability,0.5,jev-1.13.0
2025,2025-01-10,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-10,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-28,1,binary_probability,0.47,jev-1.13.0
2025,2025-04-28,1,yes_no_choice,No,jev-1.13.0
2025,2025-04-28,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-22,1,binary_probability,0.06,jev-1.13.0
2025,2024-06-22,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-22,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-16,1,binary_probability,0.09,jev-1.13.0
2025,2024-09-16,1,yes_no_choice,No,jev-1.13.0
2025,2024-09-16,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-05-27,1,binary_probability,0.03,jev-1.13.0
2021,2021-05-27,1,yes_no_choice,No,jev-1.13.0
2021,2021-05-27,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-08-10,1,binary_probability,0.98,jev-1.13.0
2021,2020-08-10,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-10,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-08-30,1,binary_probability,0.09,jev-1.13.0
2025,2024-08-30,1,yes_no_choice,No,jev-1.13.0
2025,2024-08-30,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-03-03,1,binary_probability,0.12,jev-1.13.0
2025,2024-03-03,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-03,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-06-28,1,binary_probability,0.02,jev-1.13.0
2021,2021-06-28,1,yes_no_choice,No,jev-1.13.0
2021,2021-06-28,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-10-11,1,binary_probability,0.03,jev-1.13.0
2021,2021-10-11,1,yes_no_choice,No,jev-1.13.0
2021,2021-10-11,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-17,1,binary_probability,0.27,jev-1.13.0
2025,2024-11-17,1,yes_no_choice,No,jev-1.13.0
2025,2024-11-17,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-25,1,binary_probability,0.97,jev-1.13.0
2021,2020-12-25,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-25,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-16,1,binary_probability,0.99,jev-1.13.0
2021,2020-02-16,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-16,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-10-13,1,binary_probability,0.98,jev-1.13.0
2021,2020-10-13,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-13,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-10-24,1,binary_probability,0.48,jev-1.13.0
2025,2025-10-24,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-24,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-07-01,1,binary_probability,0.45,jev-1.13.0
2025,2025-07-01,1,yes_no_choice,No,jev-1.13.0
2025,2025-07-01,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-15,1,binary_probability,0.99,jev-1.13.0
2021,2020-05-15,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-15,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-10-15,1,binary_probability,0.99,jev-1.13.0
2021,2020-10-15,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-15,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-23,1,binary_probability,0.99,jev-1.13.0
2021,2020-05-23,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-23,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-06-18,1,binary_probability,0.98,jev-1.13.0
2021,2020-06-18,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-18,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-09-23,1,binary_probability,0.05,jev-1.13.0
2025,2024-09-23,1,yes_no_choice,No,jev-1.13.0
2025,2024-09-23,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-03-08,1,binary_probability,0.09,jev-1.13.0
2025,2024-03-08,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-08,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-07-27,1,binary_probability,0.02,jev-1.13.0
2021,2021-07-27,1,yes_no_choice,No,jev-1.13.0
2021,2021-07-27,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-06-27,1,binary_probability,0.02,jev-1.13.0
2021,2021-06-27,1,yes_no_choice,No,jev-1.13.0
2021,2021-06-27,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-10-23,1,binary_probability,0.99,jev-1.13.0
2021,2020-10-23,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-23,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-25,1,binary_probability,0.99,jev-1.13.0
2021,2020-08-25,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-25,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-13,1,binary_probability,0.47,jev-1.13.0
2025,2025-06-13,1,yes_no_choice,No,jev-1.13.0
2025,2025-06-13,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-27,1,binary_probability,0.28,jev-1.13.0
2021,2021-01-27,1,yes_no_choice,No,jev-1.13.0
2021,2021-01-27,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-10-27,1,binary_probability,0.98,jev-1.13.0
2021,2020-10-27,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-27,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-10-02,1,binary_probability,0.98,jev-1.13.0
2021,2020-10-02,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-02,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-05,1,binary_probability,0.99,jev-1.13.0
2021,2020-03-05,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-05,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-11-19,1,binary_probability,0.02,jev-1.13.0
2021,2021-11-19,1,yes_no_choice,No,jev-1.13.0
2021,2021-11-19,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-02-25,1,binary_probability,0.98,jev-1.13.0
2021,2020-02-25,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-25,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-16,1,binary_probability,0.46,jev-1.13.0
2025,2025-04-16,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-16,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-07-14,1,binary_probability,0.41,jev-1.13.0
2025,2025-07-14,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-07-14,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-08,1,binary_probability,0.53,jev-1.13.0
2025,2025-04-08,1,yes_no_choice,No,jev-1.13.0
