criteria_mode,year,target_usd,question,replicate,p
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",66,0.53
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",88,0.31
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",21,0.33
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",56,0.25
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",51,0.59
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",40,0.19
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,91,0.21
empty,no_date,100000000,bitcoin will reach 100 million,95,0.34
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",93,0.29
empty,no_date,100000000,bitcoin will reach 100 million,29,0.37
omitted,no_date,1000000,bitcoin will reach 1 million,37,0.11
empty,no_date,100000000,bitcoin will reach 100 million,91,0.4
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",23,0.4
paired,no_date,100000000,bitcoin will reach 100 million,27,0.38
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",39,0.63
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",19,0.46
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",90,0.18
true_only,no_date,1000000,bitcoin will reach 1 million,77,0.38
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",16,0.15
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",80,0.4
paired,no_date,100000000,bitcoin will reach 100 million,64,0.34
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",6,0.4
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",7,0.41
omitted,no_date,20000000,bitcoin will reach 20 million,17,0.43
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",20,0.32
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",19,0.14
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",18,0.54
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",40,0.24
false_only,no_date,20000000,bitcoin will reach 20 million,34,0.4
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",20,0.54
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",49,0.41
true_only,no_date,1000000,bitcoin will reach 1 million,27,0.38
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",45,0.44
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",53,0.42
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",66,0.55
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",1,0.13
false_only,no_date,1000000,bitcoin will reach 1 million,52,0.27
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",37,0.37
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",83,0.18
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",15,0.43
false_only,no_date,1000000,bitcoin will reach 1 million,99,0.27
paired,no_date,20000000,bitcoin will reach 20 million,25,0.39
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",84,0.16
empty,no_date,1000000,bitcoin will reach 1 million,28,0.12
paired,no_date,1000000,bitcoin will reach 1 million,94,0.39
false_only,no_date,1000000,bitcoin will reach 1 million,24,0.28
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",85,0.59
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,92,0.2
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",34,0.19
empty,no_date,20000000,bitcoin will reach 20 million,32,0.6
false_only,no_date,1000000,bitcoin will reach 1 million,83,0.25
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",17,0.24
true_only,no_date,20000000,bitcoin will reach 20 million,35,0.39
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",39,0.15
paired,no_date,100000000,bitcoin will reach 100 million,84,0.34
omitted,no_date,1000000,bitcoin will reach 1 million,23,0.11
omitted,no_date,20000000,bitcoin will reach 20 million,96,0.42
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",50,0.36
paired,no_date,20000000,bitcoin will reach 20 million,59,0.43
true_only,no_date,100000000,bitcoin will reach 100 million,82,0.47
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",6,0.46
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",63,0.54
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",33,0.44
true_only,no_date,1000000,bitcoin will reach 1 million,14,0.4
true_only,no_date,1000000,bitcoin will reach 1 million,47,0.4
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,11,0.43
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",57,0.43
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",61,0.4
empty,no_date,20000000,bitcoin will reach 20 million,100,0.58
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",63,0.17
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",58,0.27
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",91,0.55
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",41,0.41
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,30,0.19
true_only,no_date,1000000,bitcoin will reach 1 million,28,0.38
false_only,no_date,1000000,bitcoin will reach 1 million,6,0.28
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",45,0.54
paired,no_date,20000000,bitcoin will reach 20 million,40,0.41
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",53,0.56
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,45,0.19
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",88,0.37
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",43,0.38
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",96,0.26
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",70,0.42
paired,no_date,100000000,bitcoin will reach 100 million,45,0.35
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",1,0.44
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,15,0.2
paired,no_date,1000000,bitcoin will reach 1 million,24,0.4
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",11,0.31
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",20,0.14
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,16,0.21
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",25,0.26
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",16,0.16
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",68,0.58
false_only,no_date,1000000,bitcoin will reach 1 million,53,0.28
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",50,0.25
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",84,0.53
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",44,0.64
omitted,no_date,100000000,bitcoin will reach 100 million,37,0.35
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",88,0.41
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,42,0.26
true_only,no_date,20000000,bitcoin will reach 20 million,61,0.44
empty,no_date,100000000,bitcoin will reach 100 million,75,0.35
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",68,0.43
false_only,no_date,100000000,bitcoin will reach 100 million,16,0.4
empty,no_date,100000000,bitcoin will reach 100 million,62,0.29
true_only,no_date,20000000,bitcoin will reach 20 million,94,0.37
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",60,0.64
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,32,0.46
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,23,0.46
true_only,no_date,1000000,bitcoin will reach 1 million,78,0.4
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",89,0.47
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,67,0.21
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",37,0.23
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",40,0.38
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",82,0.29
omitted,no_date,100000000,bitcoin will reach 100 million,50,0.33
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",12,0.47
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",69,0.53
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",19,0.52
paired,no_date,100000000,bitcoin will reach 100 million,92,0.36
true_only,no_date,100000000,bitcoin will reach 100 million,77,0.5
false_only,no_date,1000000,bitcoin will reach 1 million,14,0.27
omitted,no_date,100000000,bitcoin will reach 100 million,8,0.39
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",60,0.24
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",41,0.13
omitted,no_date,1000000,bitcoin will reach 1 million,56,0.11
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",94,0.17
empty,no_date,20000000,bitcoin will reach 20 million,15,0.58
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,2,0.46
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",68,0.14
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",13,0.16
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,49,0.24
true_only,no_date,100000000,bitcoin will reach 100 million,92,0.46
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",42,0.6
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,77,0.48
omitted,no_date,1000000,bitcoin will reach 1 million,55,0.11
omitted,no_date,1000000,bitcoin will reach 1 million,72,0.12
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",65,0.29
omitted,no_date,100000000,bitcoin will reach 100 million,39,0.34
omitted,no_date,100000000,bitcoin will reach 100 million,86,0.38
false_only,no_date,1000000,bitcoin will reach 1 million,47,0.26
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,86,0.44
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",77,0.36
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",65,0.31
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,17,0.17
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",35,0.3
true_only,no_date,20000000,bitcoin will reach 20 million,71,0.4
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",79,0.38
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",83,0.42
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",47,0.38
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",69,0.38
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",62,0.54
true_only,no_date,20000000,bitcoin will reach 20 million,32,0.41
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",41,0.32
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",92,0.67
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",33,0.45
true_only,no_date,20000000,bitcoin will reach 20 million,81,0.41
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",76,0.39
paired,no_date,20000000,bitcoin will reach 20 million,89,0.4
paired,no_date,100000000,bitcoin will reach 100 million,58,0.31
paired,no_date,20000000,bitcoin will reach 20 million,53,0.39
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",83,0.29
false_only,no_date,100000000,bitcoin will reach 100 million,42,0.43
omitted,no_date,100000000,bitcoin will reach 100 million,11,0.37
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",86,0.51
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",72,0.14
empty,no_date,1000000,bitcoin will reach 1 million,85,0.15
paired,no_date,1000000,bitcoin will reach 1 million,5,0.42
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",13,0.26
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",76,0.17
paired,no_date,1000000,bitcoin will reach 1 million,74,0.39
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",51,0.17
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,8,0.45
false_only,no_date,100000000,bitcoin will reach 100 million,22,0.42
omitted,no_date,1000000,bitcoin will reach 1 million,5,0.12
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",78,0.54
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",30,0.45
true_only,no_date,20000000,bitcoin will reach 20 million,99,0.39
paired,no_date,1000000,bitcoin will reach 1 million,26,0.39
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,86,0.18
false_only,no_date,20000000,bitcoin will reach 20 million,20,0.42
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,36,0.21
true_only,no_date,20000000,bitcoin will reach 20 million,75,0.39
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",56,0.39
paired,no_date,1000000,bitcoin will reach 1 million,35,0.4
omitted,no_date,100000000,bitcoin will reach 100 million,30,0.33
true_only,no_date,1000000,bitcoin will reach 1 million,57,0.39
true_only,no_date,1000000,bitcoin will reach 1 million,32,0.4
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,78,0.21
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",29,0.58
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",49,0.18
true_only,no_date,20000000,bitcoin will reach 20 million,72,0.37
true_only,no_date,100000000,bitcoin will reach 100 million,63,0.46
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,68,0.44
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",68,0.19
empty,no_date,20000000,bitcoin will reach 20 million,51,0.59
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,59,0.46
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",46,0.58
empty,no_date,1000000,bitcoin will reach 1 million,42,0.14
paired,no_date,20000000,bitcoin will reach 20 million,56,0.37
empty,no_date,1000000,bitcoin will reach 1 million,38,0.15
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",90,0.42
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",38,0.59
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",63,0.28
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",99,0.16
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",66,0.55
false_only,no_date,20000000,bitcoin will reach 20 million,27,0.4
